Bat species,Number of samples,Bat family,Continent,Country,Reference
Kerivoula hardwickii,5,Vespertilionidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Murina feae,3,Vespertilionidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Murina sp1,6,Vespertilionidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Murina sp2,3,Vespertilionidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Myotis sp.,7,Vespertilionidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Myotis sp1,45,Vespertilionidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Myotis sp2,3,Vespertilionidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Myotis sp3,1,Vespertilionidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Pipistrellus sp.,8,Vespertilionidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Scotomanes ornatus,1,Vespertilionidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Tylonycteris fulvida,3,Vespertilionidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Tylonycteris malayana,14,Vespertilionidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Tylonycteris sp.,7,Vespertilionidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1
Coleura afra,2,Emballonuridae,Africa,Kenya,Tong 2009 EID https://dx.doi.org/10.3201%2Feid1503.081013
Hipposideros commersoni,10,Hipposideridae,Africa,Kenya,Tong 2009 EID https://dx.doi.org/10.3201%2Feid1503.081013
Hipposideros ruber,6,Hipposideridae,Africa,Kenya,Tong 2009 EID https://dx.doi.org/10.3201%2Feid1503.081013
Cardioderma cor,13,Megadermatidae,Africa,Kenya,Tong 2009 EID https://dx.doi.org/10.3201%2Feid1503.081013
Miniopterus africanus,8,Miniopteridae,Africa,Kenya,Tong 2009 EID https://dx.doi.org/10.3201%2Feid1503.081013
Miniopterus inflatus,12,Miniopteridae,Africa,Kenya,Tong 2009 EID https://dx.doi.org/10.3201%2Feid1503.081013
Miniopterus minor,16,Miniopteridae,Africa,Kenya,Tong 2009 EID https://dx.doi.org/10.3201%2Feid1503.081013
Miniopterus natalensis,7,Miniopteridae,Africa,Kenya,Tong 2009 EID https://dx.doi.org/10.3201%2Feid1503.081013
Chaerephon pumilus,7,Molossidae,Africa,Kenya,Tong 2009 EID https://dx.doi.org/10.3201%2Feid1503.081013
Otomops martiensseni,19,Molossidae,Africa,Kenya,Tong 2009 EID https://dx.doi.org/10.3201%2Feid1503.081013
Eidolon helvum,10,Pteropodidae,Africa,Kenya,Tong 2009 EID https://dx.doi.org/10.3201%2Feid1503.081013
Epomophorus wahlbergi,3,Pteropodidae,Africa,Kenya,Tong 2009 EID https://dx.doi.org/10.3201%2Feid1503.081013
Lissonycteris angolensis,10,Pteropodidae,Africa,Kenya,Tong 2009 EID https://dx.doi.org/10.3201%2Feid1503.081013
Rousettus aegyptiacus,39,Pteropodidae,Africa,Kenya,Tong 2009 EID https://dx.doi.org/10.3201%2Feid1503.081013
Rhinolophus hildebrandtii,4,Rhinolophidae,Africa,Kenya,Tong 2009 EID https://dx.doi.org/10.3201%2Feid1503.081013
Neoromicia tenuipinnis,4,Vespertilionidae,Africa,Kenya,Tong 2009 EID https://dx.doi.org/10.3201%2Feid1503.081013
Emballonura alecto,8,Emballonuridae,Asia,Philippines,Tsuda 2012 Arch Virol https://doi.org/10.1007/s00705-012-1410-z
Hipposideros diadema,4,Hipposideridae,Asia,Philippines,Tsuda 2012 Arch Virol https://doi.org/10.1007/s00705-012-1410-z
Cynopterus brachyotis,83,Pteropodidae,Asia,Philippines,Tsuda 2012 Arch Virol https://doi.org/10.1007/s00705-012-1410-z
Haplonycteris fischeri,6,Pteropodidae,Asia,Philippines,Tsuda 2012 Arch Virol https://doi.org/10.1007/s00705-012-1410-z
Macroglossus minimus,3,Pteropodidae,Asia,Philippines,Tsuda 2012 Arch Virol https://doi.org/10.1007/s00705-012-1410-z
Ptenochirus jagori,67,Pteropodidae,Asia,Philippines,Tsuda 2012 Arch Virol https://doi.org/10.1007/s00705-012-1410-z
Rousettus amplexicaudatus,6,Pteropodidae,Asia,Philippines,Tsuda 2012 Arch Virol https://doi.org/10.1007/s00705-012-1410-z
Rhinolophus rufus,2,Rhinolophidae,Asia,Philippines,Tsuda 2012 Arch Virol https://doi.org/10.1007/s00705-012-1410-z
Craseonycteris thonglongyai,40,Craseonycteridae,Asia,Myanmar,Valitutto 2020 PLoS ONE https://doi.org/10.1371/journal.pone.0230802
Hipposideros armiger,17,Hipposideridae,Asia,Myanmar,Valitutto 2020 PLoS ONE https://doi.org/10.1371/journal.pone.0230802
Hipposideros larvatus,1407,Hipposideridae,Asia,Myanmar,Valitutto 2020 PLoS ONE https://doi.org/10.1371/journal.pone.0230802
Chaerephon plicatus,389,Molossidae,Asia,Myanmar,Valitutto 2020 PLoS ONE https://doi.org/10.1371/journal.pone.0230802
Cynopterus sphinx,43,Pteropodidae,Asia,Myanmar,Valitutto 2020 PLoS ONE https://doi.org/10.1371/journal.pone.0230802
Eonycteris spelaea,33,Pteropodidae,Asia,Myanmar,Valitutto 2020 PLoS ONE https://doi.org/10.1371/journal.pone.0230802
Pteropus giganteus,58,Pteropodidae,Asia,Myanmar,Valitutto 2020 PLoS ONE https://doi.org/10.1371/journal.pone.0230802
Scotophilus heathii,24,Vespertilionidae,Asia,Myanmar,Valitutto 2020 PLoS ONE https://doi.org/10.1371/journal.pone.0230802
Scotophilus kuhlii,2,Vespertilionidae,Asia,Myanmar,Valitutto 2020 PLoS ONE https://doi.org/10.1371/journal.pone.0230802
Eptesicus serotinus,1,Vespertilionidae,Europe,Belgium,Van Gucht 2014 Journal of Wildlife Diseaseshttps://doi.org/10.7589/2013-10-2699
Myotis daubentonii,3,Vespertilionidae,Europe,Belgium,Van Gucht 2014 Journal of Wildlife Diseaseshttps://doi.org/10.7589/2013-10-2699
Nyctalus noctula,1,Vespertilionidae,Europe,Belgium,Van Gucht 2014 Journal of Wildlife Diseaseshttps://doi.org/10.7589/2013-10-2699
Pipistrellus nathusii,19,Vespertilionidae,Europe,Belgium,Van Gucht 2014 Journal of Wildlife Diseaseshttps://doi.org/10.7589/2013-10-2699
Pipistrellus pipistrellus,57,Vespertilionidae,Europe,Belgium,Van Gucht 2014 Journal of Wildlife Diseaseshttps://doi.org/10.7589/2013-10-2699
Plecotus auritus,5,Vespertilionidae,Europe,Belgium,Van Gucht 2014 Journal of Wildlife Diseaseshttps://doi.org/10.7589/2013-10-2699
Chaerephon plicatus,Not reported,Molossidae,Asia,Thailand,Wacharapluesadee 2013 EID https://dx.doi.org/10.3201%2Feid1908.130119
Taphozous longimanus,12,Emballonuridae,Asia,Thailand,Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1
Taphozous melanopogon,123,Emballonuridae,Asia,Thailand,Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1
Hipposideros armiger,140,Hipposideridae,Asia,Thailand,Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1
Hipposideros cineraceus,3,Hipposideridae,Asia,Thailand,Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1
Hipposideros larvatus,29,Hipposideridae,Asia,Thailand,Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1
Hipposideros lekaguli,159,Hipposideridae,Asia,Thailand,Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1
Megaderma lyra,2,Megadermatidae,Asia,Thailand,Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1
Miniopterus magnater,30,Miniopteridae,Asia,Thailand,Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1
Miniopterus pusillus,1,Miniopteridae,Asia,Thailand,Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1
Miniopterus schreibersii,53,Miniopteridae,Asia,Thailand,Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1
Cynopterus brachyotis,9,Pteropodidae,Asia,Thailand,Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1
Cynopterus sphinx,14,Pteropodidae,Asia,Thailand,Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1
Eonycteris spelaea,11,Pteropodidae,Asia,Thailand,Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1
Macroglossus sobrinus,2,Pteropodidae,Asia,Thailand,Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1
Rousettus amplexicaudatus,3,Pteropodidae,Asia,Thailand,Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1
Rhinolophus shameli,20,Rhinolophidae,Asia,Thailand,Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1
Myotis horsfieldii,4,Vespertilionidae,Asia,Thailand,Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1
Scotophilus heathii,8,Vespertilionidae,Asia,Thailand,Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1
Scotophilus kuhlii,3,Vespertilionidae,Asia,Thailand,Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1
Pteropus lylei,367,Pteropodidae,Asia,Thailand,Wacharapluesadee 2018 Virology Journal https://doi.org/10.1186/s12985-018-0950-6
Rhinolophus acuminatus,100,Rhinolophidae,Asia,Thailand,Wacharapluesadee 2021 Nature Communications https://doi.org/10.1038/s41467-021-21240-1
Rhinolophus sinicus,431,Rhinolophidae,Asia,China,Wang 2016 Virologica Sinica http://dx.doi.org/10.1007/s12250-015-3703-3
Rhinolophus affinis,20,Rhinolophidae,Asia,China,Wang 2017 Emerg Microb Infect https://doi.org/10.1038/emi.2016.140
Rhinolophus luctus,10,Rhinolophidae,Asia,China,Wang 2017 Emerg Microb Infect https://doi.org/10.1038/emi.2016.140
Rhinolophus pusillus,20,Rhinolophidae,Asia,China,Wang 2017 Emerg Microb Infect https://doi.org/10.1038/emi.2016.140
Myotis daubentonii,10,Vespertilionidae,Asia,China,Wang 2017 Emerg Microb Infect https://doi.org/10.1038/emi.2016.140
Rhinolophus affinis,499,Rhinolophidae,Asia,China,Wang 2019 Viruses https://doi.org/10.3390/v11040379
Rhinolophus blythi,17,Rhinolophidae,Asia,China,Wang 2019 Viruses https://doi.org/10.3390/v11040379
Rhinolophus ferrumequinum,238,Rhinolophidae,Asia,China,Wang 2019 Viruses https://doi.org/10.3390/v11040379
Rhinolophus lepidus,21,Rhinolophidae,Asia,China,Wang 2019 Viruses https://doi.org/10.3390/v11040379
Rhinolophus luctus,8,Rhinolophidae,Asia,China,Wang 2019 Viruses https://doi.org/10.3390/v11040379
Rhinolophus macrotis,31,Rhinolophidae,Asia,China,Wang 2019 Viruses https://doi.org/10.3390/v11040379
Rhinolophus monoceros,5,Rhinolophidae,Asia,China,Wang 2019 Viruses https://doi.org/10.3390/v11040379
Rhinolophus pearsonii,106,Rhinolophidae,Asia,China,Wang 2019 Viruses https://doi.org/10.3390/v11040379
Rhinolophus pusillus,283,Rhinolophidae,Asia,China,Wang 2019 Viruses https://doi.org/10.3390/v11040379
Rhinolophus shameli,55,Rhinolophidae,Asia,China,Wang 2019 Viruses https://doi.org/10.3390/v11040379
Rhinolophus sinicus,740,Rhinolophidae,Asia,China,Wang 2019 Viruses https://doi.org/10.3390/v11040379
Taphozous australis,52,Emballonuridae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Taphozous melanopogon,161,Emballonuridae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Aselliscus stoliczkanus,165,Hipposideridae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Hipposideros armiger,1188,Hipposideridae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Hipposideros larvatus,196,Hipposideridae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Hipposideros pomona,186,Hipposideridae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Hipposideros pratti,249,Hipposideridae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Hipposideros sp.,244,Hipposideridae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Megaderma lyra,1,Megadermatidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Miniopterus fuliginosus,24,Miniopteridae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Miniopterus fuscus,29,Miniopteridae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Miniopterus magnater,64,Miniopteridae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Miniopterus pusillus,97,Miniopteridae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Miniopterus schreibersii,270,Miniopteridae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Miniopterus sp.,73,Miniopteridae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Chaerephon plicatus,61,Molossidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Cynopterus sphinx,110,Pteropodidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Eonycteris spelaea,75,Pteropodidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Rousettus aegyptiacus,3,Pteropodidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Rousettus leschenaultii,144,Pteropodidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Rousettus sp.,125,Pteropodidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Rhinolophus affinis,641,Rhinolophidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Rhinolophus blythi,17,Rhinolophidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Rhinolophus ferrumequinum,156,Rhinolophidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Rhinolophus lepidus,22,Rhinolophidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Rhinolophus luctus,8,Rhinolophidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Rhinolophus macrotis,31,Rhinolophidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Rhinolophus marshalli,1,Rhinolophidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Rhinolophus monoceros,7,Rhinolophidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Rhinolophus pearsonii,84,Rhinolophidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Rhinolophus pusillus,657,Rhinolophidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Rhinolophus rex,14,Rhinolophidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Rhinolophus rouxii,1,Rhinolophidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Rhinolophus shameli,3,Rhinolophidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Rhinolophus sinicus,1036,Rhinolophidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Rhinolophus sp.,100,Rhinolophidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Rhinolophus subrufus,35,Rhinolophidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Rhinolophus thomasi,1,Rhinolophidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Barbastella beijingensis,25,Vespertilionidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Barbastella sp.,1,Vespertilionidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Hypsugo pulveratus,4,Vespertilionidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Ia io,21,Vespertilionidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Myotis adversus,83,Vespertilionidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Myotis altarium,51,Vespertilionidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Myotis blythii,7,Vespertilionidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Myotis brandtii,10,Vespertilionidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Myotis chinensis,135,Vespertilionidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Myotis daubentonii,107,Vespertilionidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Myotis davidii,18,Vespertilionidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Myotis fimbriatus,7,Vespertilionidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Myotis frater,45,Vespertilionidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Myotis myotis,10,Vespertilionidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Myotis pequinius,28,Vespertilionidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Myotis pilosus,93,Vespertilionidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Myotis ricketti,292,Vespertilionidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Myotis siligorensis,4,Vespertilionidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Myotis sp.,70,Vespertilionidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Nyctalus noctula,11,Vespertilionidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Nyctalus velutinus,11,Vespertilionidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Pipistrellus abramus,136,Vespertilionidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Pipistrellus minus,16,Vespertilionidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Pipistrellus pipistrellus,23,Vespertilionidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Plecotus auritus,16,Vespertilionidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Scotomanes ornatus,1,Vespertilionidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Scotophilus heathii,3,Vespertilionidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Scotophilus kuhlii,197,Vespertilionidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Tylonycteris pachypus,100,Vespertilionidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Tylonycteris robustula,18,Vespertilionidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Vespertilio sinensis,130,Vespertilionidae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962
Coleura afra,Not reported,Emballonuridae,Africa,Kenya,Waruhiu 2017 Vir Sinica https://doi.org/10.1007/s12250-016-3930-2
Taphozous mauritianus,Not reported,Emballonuridae,Africa,Kenya,Waruhiu 2017 Vir Sinica https://doi.org/10.1007/s12250-016-3930-2
Hipposideros caffer,Not reported,Hipposideridae,Africa,Kenya,Waruhiu 2017 Vir Sinica https://doi.org/10.1007/s12250-016-3930-2
Hipposideros commersoni,Not reported,Hipposideridae,Africa,Kenya,Waruhiu 2017 Vir Sinica https://doi.org/10.1007/s12250-016-3930-2
Hipposideros gigas,Not reported,Hipposideridae,Africa,Kenya,Waruhiu 2017 Vir Sinica https://doi.org/10.1007/s12250-016-3930-2
Hipposideros ruber,Not reported,Hipposideridae,Africa,Kenya,Waruhiu 2017 Vir Sinica https://doi.org/10.1007/s12250-016-3930-2
Hipposideros vittatus,Not reported,Hipposideridae,Africa,Kenya,Waruhiu 2017 Vir Sinica https://doi.org/10.1007/s12250-016-3930-2
Cardioderma cor,Not reported,Megadermatidae,Africa,Kenya,Waruhiu 2017 Vir Sinica https://doi.org/10.1007/s12250-016-3930-2
Miniopterus minor,Not reported,Miniopteridae,Africa,Kenya,Waruhiu 2017 Vir Sinica https://doi.org/10.1007/s12250-016-3930-2
Chaerephon pumilus,Not reported,Molossidae,Africa,Kenya,Waruhiu 2017 Vir Sinica https://doi.org/10.1007/s12250-016-3930-2
Mops condylurus,Not reported,Molossidae,Africa,Kenya,Waruhiu 2017 Vir Sinica https://doi.org/10.1007/s12250-016-3930-2
Otomops martiensseni,Not reported,Molossidae,Africa,Kenya,Waruhiu 2017 Vir Sinica https://doi.org/10.1007/s12250-016-3930-2
